Sesotho	English
tlelorine, ditlelorine	chlorine (<Eng)
tlepetsa, ditlepetsa	stone
tlerola	aloud
tletleba	complain
tletlebo, ditletlebo	complaint
tletlebo, ditletlebo	grievance
tletlebo, ditletlebo	query
tletlebo ya SQL	SQL query
tletse	full
tletsetletse	plenty
Tlhabane	Rustenburg
tlhabo, ditlhabo	injection
tlhafu, ditlhafu	calf (leg)
tlhahala, ditlhahala	tumour
tlhahiso, ditlhahiso	manufacturing
tlhahiso, ditlhahiso	proposal
Tlhahiso, Boenjenere le Thekenoloji 	Manufacturing, Engineering and Technology 
tlhahlobo, ditlhahlobo	interview
tlhaho, ditlhaho	nature
tlhaho, ditlhaho	origin
tlhaka	character
tlhaka e nngwe	other character
tlhako, ditlhako	hoof
tlhalano, ditlhalano	divorce
tlhale, ditlhale	fibre
tlhalo, ditlhalo	divorce
tlhaloso, ditlhaloso	definition 
tlhaloso, ditlhaloso	description
tlhaloso, ditlhaloso	explanation
tlhapa	bawdy
tlhapa	vulgar
tlhapi, ditlhapi	fish [Various]
tlhapinohana, ditlhapinohana	eel
tlhapohelo, ditlhapohelo	recovery
tlhase, ditlhase	spark
tlhaselo, ditlhaselo	invasion
tlhatsuong, ditlhatsuong	laundry
tlhobaelo	insomnia
tlhodisano, ditlhodisano	competition
tlhodiso, ditlhodiso	pip
tlhokeho, ditlhokeko	necessity
tlhoko, ditlhoko	nipple
tlhokokgetho	default
Tlhokomelo (lebitso)	Care, being careful (female name)
Tlhokomelo (lebitso)	Care, being careful (male name)
tlhokomelo	care
tlhokomelo	caution
tlhokomelo	maintenance
tlhokomelo ka baahi	community care
tlhokomelo ya mokudi ya makgatheng a lefu	palliation
tlhokomelo ya sethatho ya bophelo bo botle	primary health care
tlholeho, ditlholeho	failure
Tlholo (lebitso)	Victory (male name)
tlholo, ditlholo	triumph
tlholo, ditlholo	victory
Tlholong	Kestell
tlhompho, ditlhompho	honour
tlhompho, ditlhompho	respect
tlhong, ditlhong	South African hedgehog [Atelerix frontalis]
tlhophiso	arrangement
tlhoro, ditlhoro	peak
tlhoro, ditlhoro	summit (of a mountain)
tlhotla	squeeze (v.)
tlhware, ditlhware	python [Any from the family Pythonidae]
tlhweko	cleanliness
tlisa	bring (v.)
tlo	come
tlodi, ditlodi	serval [Felis serval]
tlodisa 	scan 
tloha	go away (v.)
tlohela, ditlohela	red hartebeest [Alcelaphus busela]
tlohela	abandon (v.)
tlohela	cancel
tlohela	leave (v.)
tlohela	omit (v.)
tloho	come
tlokotsi, ditlokotsi	emergency
Tlokwe	Mooi River
tlola	do make-up (v.)
tlola	jump (v.)
tlola	smear on (v.)
tlolatlola	hop (v.)
tlosa	delete (v.)
tlosa	subtract (v.)
tlosa	remove (v.)
tlosa dikopantshano	remove links
tlosa kaofela ditaele tsa mongolo	remove all text styles
tlotlisa	applaud (v.)
tlotlisa	glorify (v.)
tlotlisa	praise (v.)
Tlotliso (lebitso)	Honour (female name)
Tlotliso (lebitso)	Honour (male name)
tlotliso, ditlotliso	honour
tlotlontswe	vocabulary
tlotsa	anoint (v.)
tlotsa	smear (v.)
tlotsa ka kerisi	grease (v.)
tlou, ditlou	African elephant [Loxodonta africana africana]
tlou ya lewatle	Cape fur seal [Arctocephalus pusillus pusillus]
tlou ya metsi	Cape fur seal [Arctocephalus pusillus pusillus]
tlwaela	acquaint (v.)
tlwaela	become accustomed
tlwaelanya	customize
tlwaeleha	be friendly (v.)
tlwaelehileng	common
tlwaelo, ditlwaelo	habit
tlwaetsa	acclimatise (v.)
tlwaetsa	acquaint (v.)
tlwaetsa	be accustomed (v.)
tlwaetsa	habituate (v.)
tlwaetsa	make accustomed (v.)
tlwaetsa	make friends (v.)
toba	concern (v.)
tobetsa	click (v.)
tobetsa ho setho hodimo ho fetola lenane la yona	click on an item above to edit its value
tobileng	direct
toboketsa	emphasise (v.)
toboketso, ditoboketso(pl.10)	emphasis
toka	justice
tokelo, ditokelo	duty
tokelo, ditokelo	privilege
tokelo, ditokelo	right
tokisetso	preparation
tokisetso ya metse e meholo	urbanisation
tokiso, ditokiso	alignment
tokiso, ditokiso	correction
tokodiso, ditokodiso	accent
tokodiso, ditokodiso	statement
tokollo, ditokollo	acquittal
tokollo, ditokollo	release
Tokoloho (lebitso)	Freedom / Independence (female name)
tokoloho, ditokoloho	freedom
tokomane, ditokomane	document
tokomane ya leano 	policy document 
tokomane ya mongolo	text document
tola	bathe (v.)
toloka	interpret (v.)
toloko, ditoloko	interpreter
tomo, ditomo	bridle (<Afr: toom)
tomoso, ditomoso	yeast
tona	them (absolute pronoun) 
tona	they (absolute pronoun) 
tonakgolo, ditonakgolo	premier
tonakgolo, ditonakgolo	prime minister
tonana	immense
tonanahadi	enormous
tone, ditone	tonne (<Eng)
tonka ya ho tshela dintho tse tla sebediswa hape	recycle bin
tonkana ya dithwele; moqomo wa matlakala	dustbin
tonki, ditonki	donkey [Equus asinus]
topa	darn (v.)
topisi, ditopisi	cap (<Afr: doppie)
Topollo (lebitso)	Emancipation / Release (female name)
tora ya taolo ya sephethephethe moyeng	air traffic control tower
Toriamo	Thorium (Th) [Element]
toro, ditoro	dream (n.)
torofeiye, ditorofeiye	prickly pear (Afr: turksvy)
torong, ditorong	bunion
toropo, ditoropo	town (<Afr: dorp)
toropong	in town
toropong	to town
tosa	pull out (v.)
Tosa	Jupiter [Planet]
tosene, ditosene	dozen
tosola	free (v.)
tosola	pull (v.)
tota	increase (v.)
totekhahaeterone, totekhahaeterone	dodecahedron
totiso, ditotiso	increase (n.)
totjhe, ditotjhe	torch (<Eng)
totoba	walk slowly (v.)
totobala	become clear
totobetse	conspicuous
totobetse	obvious
totoma, ditotoma	mining heap
totomana, ditotomana	dune
touta	repeat continuously (v.)
trankeita	truncate (v.) (<Eng)
treka	move (v.) (<Afr: trek)
trilione	trillion (<Eng)
terompeta, diterompeta	trumpet
tsa	of (possessive concord)
tsa	of (possessive concord)
tsala	tie (v.)
tsamaela	walk to (v.)
tsamaelana	walk to each other (v.)
tsamaisa	control (v.)
tsamaisa	lead (v.)
tsamaisa	let go (v.)
tsamaisa	let someone/something walk (v.)
tsamaiso	administration
tsamaiso	delivery
tsamaiso	management
tsamaiso	policy
tsamaiso	procedure
tsamaiso ya dipolanete	solar system
tsamauwa	being walked (v.)
tsamaya	walk (v.)
tsamaya	go (v.)
tsamaya	tour (v.)
tsamaya hantle	good bye (to person leaving)
tsamaya ka ditsetsekwane	tiptoe (v.)
tsamayaka	travel around (v.)
tsamayang	moving
tsane	demonstrative pronoun those (yonder)
tsane	demonstrative pronoun those (yonder)
tsanya	sing well (v.)
tsanyaola	sing (v.)
tsaraletsa	stream out of/at (v.)
tsaratsa	flow out little at a time (v.)
tse ding	certain (adj.)
tse ding	certain (adj.)
tsa tonana	huge (adj.)
tsa tonana	huge (adj.)
tse fapaneng	be different
tse itseng	several
tse kaakang !	how big !
tse kaakang !	how big !
tse kae ?	how big ?
tse kae ?	how big ?
tse kae ?	how much ?
tse kae ?	how much ?
tse kana ka	as big as (adj.)
tse kana ka	as big as (adj.)
tse kgolo	big (adj.)
tse kgolo	big (adj.)
tse kgubedu	red (adj.)
tse kgubedu	red (adj.)
tse kgunong	light brown (adj.)
tse kgunong	light brown (adj.)
tse kgutshwanyane	short (adj.)
tse kgutshwanyane	short (adj.)
tse mpe	bad (adj.)
tse mpe	bad (adj.)
tse mpe	ugly (adj.)
tse mpe	ugly (adj.)
tse ngata [1	many (adj.)
tse ngata	many (adj.)
tse ntjha	new (adj.)
tse ntjha	new (adj.)
tse ntle	beautiful (adj.)
tse ntle	beautiful (adj.)
tse ntle	good (adj.)
tse ntle	good (adj.)
tse ntle	pretty (adj.)
tse ntle	pretty (adj.)
tse ntsho	black (adj.)
tse ntsho	black (adj.)
tse ntsho	dark (adj.)
tse ntsho	dark (adj.)
tse nyenyane	little (adj.)
tse nyenyane	little (adj.)
tse nyenyane	small (adj.)
tse nyenyane	small (adj.)
tse nyenyane	small (adj.)
tse nyenyane	small (adj.)
tse pinki	pink (adj.)
tse pinki	pink (adj.)
tse putswa	blue (adj.)
tse putswa	blue (adj.)
tse putswa	grey (adj.)
tse putswa	grey (adj.)
tse sootho	dark brown (adj.)
tse sootho	dark brown (adj.)
tse tala	green (adj.)
tse tala	green (adj.)
tse telele	long (adj.)
tse telele	long (adj.)
tse telele	tall (adj.)
tse telele	tall (adj.)
tse tenya	thick (adj.)
tse tenya	thick (adj.)
tse tjhitja	round
tse tjhitja	round
tse tona	male (adj.)
tse tona	male (adj.)
tse tshehadi	female (adj.)
tse tshehadi	female (adj.)
tse tshehadi	feminine (adj.)
tse tshehadi	feminine (adj.)
tse tshehla	yellow (adj.)
tse tshehla	yellow (adj.)
tse tshesane	thin (adj.)
tse tshesane	thin (adj.)
tse tshesane	tight (adj.)
tse tshesane	tight (adj.)
tse tshweu	white (adj.)
tse tshweu	white (adj.)
tse tsitsitseng	stable (adj.)
tse tsitsitseng	stable (adj.)
tseba	know (v.)
tseba	be aware of (v.)
tseba	identify (v.)
tseba	recognise (v.)
tsebahala	become known (v.)
tsebahalang	prominent
tsebahalang	well-known
tsebano	acquaintance
mmusi, bommusi	authority
setsebi, bosetsebi	expert
ramahlale, boramahlale	scientist
tsebe, ditsebe (pl.10	ear
tsebe ya lefehlo	airplane propeller
tsebeha	become known (v.)
tsebelana	know each other (v.)
tsebetutu	deaf
tsebisa	announce (v.)
tsebisa	inform (v.)
tsebisa	introduce (v.)
tsebisa	know (cause to ...) (v.)
tsebisa	notify (v.)
tsebisahatsa	publish
tsebisahatsa leqephe	publish page
tsebisana	let each other know (v.)
tsebiso, ditsebiso	announcement
tsebiso, ditsebiso	information
tsebiso, ditsebiso	notice (n.)
tsebiso, ditsebiso	reference
Tsebo (lebitso)	Knowledge (male name)
tsebo, ditsebo	knowledge
tsebo e maemong a hodimo 	high knowledge 
tsebo ya diteng tsa mobu	geology
Tsebo ya Selehae le Mahlale a Kgale (TSMK) 	Indigenous Knowledge Systems (IKS) 
tsebo ya tsa mmuso	political science
tsebo ya tsebo	philosophy
tsee	demonstrative pronoun that
tsee	demonstrative pronoun that
Tsehla (lebitso)	Yellow Man ("Lion's Cub") (male name)
tsejwa	known (be ...) (v.)
tseka	contest (v.)
tseka	demand (v.)
dikahare , didikahare 	index
tshekaletseng	italic
tsekatseka, ditsekatseka	stupid person
tsekela	wander (v.)
tsekema	glitter (v.)
tsekisana	dispute (v.)
tsekisano, ditsekisano	dispute (n.)
tsekiso, ditsekiso	controversy
tseko, ditseko	contest (n.)
Tsela (lebitso)	Path (male name)
tsela, ditsela	path
tsela, ditsela	road
tsela, ditsela	link
tsela	demonstrative pronoun those (yonder)
tsela e fetang	freeway
tsela e fetang	throughway
tsela e kenang sefofaneng	air bridge
tsela e kgolo	main road
tsela e le nngwe	one way street
tsela e mahareng	middle course
tsela e potolohang	deviation
tsela e potolohang	detour
tsela e sebetsang	active link
tsela e tjhaketsweng	visited link
tsela tsweu	wishing someone a successful journey (lit. white road)
tsela ya dikoloi tse tsamayang ka potlako	freeway
tsela ya motokara	driveway
tsela ya terene	railway
Tsela-kgopo ha e robatse naheng (maele)	The beaten track is the safest (proverb)
tselana, ditselana	path
tselana e kenang	driveway
tselana-butswa, ditselana-butswa	routine
tselanyana, ditselanyana	little path
tselathoko, ditselathoko	pavement
tsena	demonstrative pronoun these
tsena	demonstrative pronoun these
tsenene, ditsenene	hunting spear
tseno	demonstrative pronoun those
tseno	demonstrative pronoun those
tseo	demonstrative pronoun there
tseo	demonstrative pronoun there
tsepama	stand up straight (v.)
tsepamisa	place upright (v.)
tseparela	clasp (v.)
tseta	become thin or weak (v.)
tshaba	afraid (become...) (v>)
tshaba	dread (v.)
tshaba	fear (v.)
tshabehang	ghastly
tshabehang	fearful
tshabehang	terrible
tshabo, ditshabo	fear (n.)
tshaeno, ditshaeno	signature
tshebedisano, ditshebedisano	co-operation
tshebediso, ditshebediso	application (n.)
tshebediso, ditshebediso	consumption
tshebediso, ditshebediso	usage
tshebediso, ditshebediso	use (n.)
tshebediso e fosahetseng	abuse (n.)
tshebediso e ka se qadiswe	the application cannot be started
tshebediso ya bokgoni 	applied competence 
tshebediso ya dithethefatsi ka nale	intravenous drug use
tshebeletso ya Inthanete	Internet service provider
tshebeletso ya wepe e tshwereng	web hosting service
tshebeletsong ya fetola	edit mode
tshebetso, ditshebetso	activity
tshebetso, ditshebetso	apllication
tshebetso e setse e qadisitswe botjha	application has been restarted
tshedimosetso ya keno	login information
tshedimosetso ya seabi	server information
tshedisa	comfort (v.)
tshedisa	console (v.)
Tshediso  (lebitso)	Consolation (male name)
tsheha	laugh (v.)
tshehadi, ditshehadi	female
tshehetsa	support (v.)
tshehetsa	recount (v.)
tshehetsana	stand together (v.)
tshehlana, ditshehlana	light skinned girl
tshekalletseng	horizontal
tshekatsheko, ditshekatsheko	analysis
tshela	pour (v.)
tshelela	six
tshenolo, ditshenolo	revelation
tshenyehelo, ditshenyehelo	expense
tshenyeho, ditshenyeho	damage (n.)
tshenyo, ditshenyo	damage (n.)
tshenyo, ditshenyo	corruption
tshenyo, ditshenyo	damage (n.)
tshenyo, ditshenyo	harm (n.)
tsheola, ditsheola	sleet
tshepa	hope (v.)
tshepa	rely (v.)
tshepa	trust (v.)
tshepahala	faithful
tshepahala	reliable
tshepahala	trustworthy
tshepahalang	faithful
tshepahalang	honest
tshepahalang	reliable
tshepahalang	trustworthy
tshepahalo	loyalty
tshepe, ditshepe	bell
tshepe, ditshepe	metal
Tshepe	Iron (Fe) [Element]
tshepe ya monyako, ditshepe tsa monyako	burglar bar
tshepetso, ditshepetso	system
tshephe, ditshephe	roan antelope
tshephe, ditshephe	springbok [Antidorcas marsupialis]
tshephe, ditshephe	springbuck [Antidorcas marsupialis]
tshepisa	promise (v.)
Tshepiso (lebitso)	Promise (female name)
tshepiso, ditshepiso	promise (n.)
Tshepo  (lebitso)	Hope (male name)
tshepo, ditshepo	hope (n.)
tshesane	narrow
tshesane	slender
tshilafatso, ditshilafatso	pollution
tshimo, masimo	field
tshimo, masimo	garden
tshireletso, ditshireletso	defence
tshireletso, ditshireletso	protection
tshireletso, ditshireletso	shelter
tshisimoso	awe
tshisinyeho, ditshisinyeho	quake (n.)
tshisinyeho, ditshisinyeho	convulsion
tshisinyeho ya lefatshe	earthquake
tshitelo, ditshitelo	offence
tshitiso, ditshitiso	obstruction
tshitiso, ditshitiso	interruption
tshitshidi, ditshitshidi	bug
Tshitwe	December
tshiya e tsheheditseng seporo	sleeper
tshoha	panic (v.)
tshohanyetso, ditshohanyetso	emergency
tshohanyetso	suddenness
tshohanyetso	surprise (n.)
tshohile	terrified
tshoho, ditshoho	terror
tshokelo, ditshokelo	threat
tshokoloho, ditshokoloho	conversion
tshokoloho, ditshokoloho	reform (n.)
tshola	dish up (food) (v.)
tshola	remove from fire (v.)
tsholla	spill (v.)
tshomo, ditshomo	fable
tshomo, ditshomo	fiction
tshomo, ditshomo	folk-tale
tshomo, ditshomo	legend
tshomo, ditshomo	story
tshosa	frighten (v.)
tshosa	startle (v.)
tshosa	startled (become ...) (v.)
tshotlo ka thobalano	sexual abuse
tshotshobanyo, ditshotshobanyo	frown (n.)
tshowana	blonde
tshubuhlellano, ditshubuhlellano	influx
tshukudu, ditshukudu	rhinoceros
tshukudu e molomo o sephara	square-lipped rhino [Ceratotherium simum simum]
tshukudu e molomo o sephara	white rhinoceros [Ceratotherium simum simum]
tshukudu e ntsho	black rhinoceros [Diceros bicornis]
tshukudu e molomo wa haka	hook-lipped rhinoceros [Diceros bicornis]
tshupakgutlo, ditshupakgutlo	compass [used for drawing]
tshupanako, ditshupanako	watch (n.)
tshupapaka, ditshupapaka,; theibole ya dinako	timetable
tshupetso ya motheo	base directory
tshupetsonyana	subdirectory
tshuthiso, ditshuthiso	removal (n.)
tshutshu, ditshutshu	steak
tshwaedisa	immunise (v.)
tshwaedisitswe	immune
tshwaetsa	infect (v.)
tshwaetsa	transmit (v.)
tshwaetsang	contagious
tshwaetsang	infectious
tshwaetso, ditshwaetso	infection
tshwaetso, ditshwaetso	transmission
tshwaetso ka sekgababa, ditshwaetso ka sekgababa	transplacental infection
tshwaetso ya HIV, ditshwaetso tsa HIV	HIV infection
tshwana	alike
tshwana	resemble (v.)
tshwanang	same
tshwanang	similar
Tshwane	Pretoria
tshwanela ho	ought to
tshwanelang	convenient
tshwanelo, ditshwanelo	duty
tshwanelwa	deserve (v.)
tshwanetse	should
tshwano, ditshwano	likeness
tshwantsha	compare (v.)
tshwantsha	depict (v.)
tshwantsha	draw (v.)
tshwantsha	illustrate (v.)
tshwantsha	liken (v.)
tshwantsha	photograph (v.)
tshwantshiso, ditshwantshiso	play (n.)
tshwara	arrest (v.)
tshwara	catch (v.)
tshwara	grasp (v.)
tshwara	handle (v.)
tshwara	hold (v.)
tshwara	seize (v.)
tshwarahana	hold each other (v.)
tshwarela	excuse (v.)
tshwarela	forgive (v.)
tshwarela	pardon (v.)
tshwarelana	forgive each other (v.)
tshwarelano, ditshwarelano	reconciliation
tshwarelo, ditshwarelo	apology
tshwarelo, ditshwarelo	forgiveness
tshwarelo, ditshwarelo	excuse (n.)
tshwarelo, ditshwarelo	pardon (n.)
tshwaro, ditshwaro	treatment
tshwasa	catch fish (v.)
tshwaso ya ditlhapi	fishing
tshwaya	correct (v.)
tshwaya	mark (v.)
tshwaya dintlha	score (v.)
tshwea	breath
tshwehla	ooze (v.)
tshwehla	sweat out (v.)
tshweka, ditshweka	labyrinth
tshweka, ditshweka	maze
tshwela	spit (v.)
tshwele, ditshwele	clothes moth
tshwelesa, ditshwelesa	gland
tshwelesa, ditshwelesa	groin
tshwelesa, ditshwelesa	lump
tshwene, ditshwene	chacma baboon [Papio ursinus]
tshwene, ditshwene	baboon
tshwene, ditshwene	monkey
Tshwene ha e ipone lekopo (maele)	One is blind to one's faults (proverb)
tshwenya	trouble (v.)
tshwenya	worry
tshwetso, ditshwetso	disappointment
tshwinya	fart (v.)
tsibola	do for the first time (v.)
Tsie (lebitso)	Locust (male name)
tsie, ditsie	locust
tsietsa	distress (v.)
tsietsa	embarass (v.)
tsietsa	puzzle (v.)
Tsietsi (lebitso)	Predicament / dilemma (male name)
tsietsi, ditsietsi	distress (n.)
tsietsi, ditsietsi	predicament
tsietsi, ditsietsi	dilemma
tsikinya	tickle (v.)
tsikitlanya meno	gnash (v.)
tsilatsila	hesitate (v.)
tsilatsilo, ditsilatsilo	hesitation
tsillama	smirk (v.)
tsipa	pinch (v.)
tsipa e matheba a maholo	tigrine genet [Genetta tigrina tigrina]
tsipa e matheba a masesane	small-spotted genet [Genetta genetta]
tsirii	run (v.)
tsirola	pull with teeth (v.)
tsirolela	tear with teeth (v.)
tsitlama	grin (v.)
tsitlamo, ditsitlamo	grin (n.)
tsitsibana	close eyes (v.)
tsitsipaneng	stiff
tsitsipano ya mohlahare	tetanus
tsitsitseng	permanent
tsofala	age (v.)
tsofetseng	aged
tsoha	rise out of bed (v.)
tsoha	startup
tsoha	wake up (v.)
tsoha molota	gather hope
tsoha molota	gather strength
tsohle	all (quantitative pronoun)
tsohle	all (quantitative pronoun)
tsohle	whole
tse ding	miscellaneous
tsoka	wag (v.)
tsokotsa	rinse (v.)
tsola	undress (v.)
tsoma	hunt (v.)
tsona	possessive pronoun
tsona	possessive pronoun
tsona	them (absolute pronoun) 
tsona	they (absolute pronoun) 
tsopollo, ditsopollo	quote
tsopollo ya bloko	blockquote
tsorama	crouch (v.)
tsorama	squat (v.)
tsosa	rise (cause to ...) (v.)
tsosa	start
tsoseleha	become excited
tsoseletso, ditsoseletso	renaissance
tsosoloso	renaissance
tsotsi, ditsotsi	gangster
tsuba	smoke (v.)
tsubile	smoked (v.)
tsubisa	smoke (cause to ...) (v.)
tsukunya	rinse mouth (v.)
tsukutla	shake (v.)
tsuonyana, ditsuonyana	chick
tsuonyana, ditsuonyana	fledgling
tswa	come from (v.)
tswa	exit (v.)
tswa madi	bleed (v.)
tswafa	disinclined (feel ...) (v.)
tswaka	mix (v.)
tswakaneng	synthetic
tswala	beget (v.)
tswalo, ditswalo	birth
tswekere, ditswekere	sugar
tswekere	sweet (adj.)
tswekeresekgabisi	icing
tswela pele	continue (v.)
tswela pele	last
tswela pele	progress (v.)
tswela pele	prosper (v.)
tswelang pele	progressive
tswelang pele	lasting
tswella	continue (v.)
tswelopele	advancement
tswelopele	civilization
tswelopele	progress (n.)
tswelopele	prosperity
tswere, ditswere	canary
Tsweu  (lebitso)	White one (male name)
tu	silent (ideophone)
tuka	burn (v.)
tukhuose	turquoise (<Eng)
tukiso	debug
tuku ya Maarabia	turban
tula	pound (v.)
Tuliamo	Thulium (Tm) [Element]
tulo, ditulo	area
tulo, ditulo	layout
tulo e mothinya ya sephalli ka hara sekgelo	meniscus
tulo ya hloohwana	header area
tulo ya hloohwana ya tlase	footer area
tulo ya ho emisa dikoloi	parking bay
tulo ya ho jela	dining car
tulo ya leqephe la web	web page location
tulo ya mokgabo	art gallery
tulo ya tswalo	birthplace
tulo ya web	web location
tumaelo, ditumaelo	murmur (n.)
Tumahole	Parys
tumammoho, ditumammoho	consonant
tumannotshi, ditumannotshi	vowel
tumediso, ditumediso	greeting
tumediso, ditumediso	salutation
tumellano, ditumellano	agreement
tumellano, ditumellano	pact
tumello, ditumello	approval
tumello, ditumello	permission
tumello ka kutlwisiso	informed consent
Tumelo (lebitso)	Faith (female name)
Tumelo (lebitso)	Faith (male name)
tumelo, ditumelo	faith
tumelo, ditumelo	religion
tumileng	famous
tumileng	popular
Tumisang (lebitso)	Give praise (male name)
tura	expensive (be ...) (v.)
